Name,KM,Fuel Type,Manufacturing Year,Registration Year,No of Owners,Transmission,Color,Location,Engine Capacity (cc),Mileage (kmpl),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Seating Capacity,Fuel Tank Capacity (L),Seat Belt Warning,Heater,Cruise Control,Child Safety Lock,Speed Sensing Door Lock,Rain-sensing Wipers,Rear Wiper,New Car Price (Lakh),Old Car Price (Lakh),IMG
2024 Hyundai Venue S (O) 1.0 Turbo Petrol DCT,20000,Petrol,2024,2024,First,Automatic,White,"Vastrapur, Ahmedabad",998.0,15.0,3995,1770,1617,2500,5,45.0,1,1,1,1,1,0,1,12.11,10.44,https://imgd.aeplcdn.com/640X480/vimages/202606/4647033_156728_1782804008033.jpeg?qp=80&fit=true
2022 Hyundai Venue SX Plus 1.0 Turbo DCT,52779,Petrol,2022,2022,First,Automatic,White,"Gota, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,13.08,9.45,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783086963289.jpg?qp=80&fit=true
2021 Hyundai Venue S 1.2 Petrol,66128,Petrol,2021,2021,First,Manual,White,"Enasan, Ahmedabad",1197.0,17.52,3995,1770,1605,2500,5,45.0,1,1,0,1,1,0,0,8.77,6.76,https://imgd.aeplcdn.com/640X480/vimages/202607/4666559_119938_1_1783673345052.jpg?qp=80&fit=true
2021 Hyundai Venue SX 1.0 Turbo,50299,Petrol,2021,2021,First,Manual,White,"Gota, Ahmedabad",998.0,18.2,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,11.32,7.74,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782106745331.jpg?qp=80&fit=true
2019 Hyundai Venue SX Plus 1.0 Turbo DCT,57786,Petrol,2019,2019,First,Automatic,Blue,"Gota, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,13.08,7.34,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780727885234.jpg?qp=80&fit=true
2021 Hyundai Venue SX Plus 1.0 Turbo DCT,63494,Petrol,2021,2021,Second,Automatic,White,"Gota, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,13.08,8.1,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783085883944.jpg?qp=80&fit=true
2021 Hyundai Venue SX Plus 1.0 Turbo DCT,62000,Petrol,2021,2021,First,Automatic,Grey,"Thaltej, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,13.08,8.52,https://imgd.aeplcdn.com/640X480/vimages/202607/4661399_6434_1_1783418403046.jpg?qp=80&fit=true
2019 Hyundai Venue S 1.0 AT Petrol [2019-2020],27803,Petrol,2019,2020,First,Automatic,White,"Bopal, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,0,1,1,0,0,10.54,7.02,https://imgd.aeplcdn.com/640X480/vimages/202606/4634010_113237_1782219633677.jpg?qp=80&fit=true
2019 Hyundai Venue SX Plus 1.0 Turbo DCT,38516,Petrol,2019,2019,First,Automatic,Blue,"Gota, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,13.08,7.42,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780895585080.jpg?qp=80&fit=true
2019 Hyundai Venue SX Plus 1.0 Turbo DCT,63000,Petrol,2019,2019,First,Automatic,Red,"Ambli, Ahmedabad",998.0,18.15,3995,1770,1605,2500,5,45.0,1,1,1,1,1,0,0,13.08,7.24,https://imgd.aeplcdn.com/640X480/vimages/202606/4634617_16599_1_1782281974333.jpg?qp=80&fit=true
2019 Hyundai Verna SX Plus 1.6 VTVT AT,72900,Petrol,2019,2019,First,Automatic,Silver,"Vastrapur, Ahmedabad",1591.0,15.92,4440,1729,1475,2600,5,45.0,1,1,1,1,1,1,0,13.2,7.89,https://imgd.aeplcdn.com/640X480/vimages/202607/4671524_156728_1783920401392.jpg?qp=80&fit=true
2019 Hyundai Verna SX (O) 1.6 VTVT AT,66000,Petrol,2019,2019,First,Automatic,White,"Ambli, Ahmedabad",1591.0,17.4,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,14.57,8.31,https://imgd.aeplcdn.com/640X480/vimages/202606/4648667_16599_1_1782834309154.jpg?qp=80&fit=true
2015 Hyundai Verna 1.6 CRDi S(O),94000,Diesel,2015,2015,Second,Manual,Grey,"Behrampura, Ahmedabad",1582.0,24.8,4375,1700,1475,2570,5,43.0,1,1,0,1,0,0,0,12.39,5.08,https://imgd.aeplcdn.com/640X480/vimages/202603/4417199_111800_1_1772348779685.jpg?qp=80&fit=true
2020 Hyundai Verna SX (O) 1.0 Turbo DCT,46946,Petrol,2020,2020,First,Automatic,Black,"Makarba, Ahmedabad",998.0,19.2,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,16.98,9.6,https://imgd.aeplcdn.com/640X480/vimages/202607/4666824_3609_1_1783680434590.jpg?qp=80&fit=true
2022 Hyundai Verna SX 1.5 VTVT IVT,39039,Petrol,2022,2022,First,Automatic,Blue,"Gota, Ahmedabad",1497.0,18.4,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,14.87,10.5,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781156407737.jpg?qp=80&fit=true
2023 Hyundai Verna SX (O) Turbo Petrol 1.5L Turbo Automatic (DCT),34994,Petrol,2023,2023,First,Automatic,White,"Makarba, Ahmedabad",1482.0,20.6,4535,1765,1475,2670,5,45.0,1,1,1,1,1,0,0,19.27,13.92,https://imgd.aeplcdn.com/640X480/vimages/202607/4653497_3609_1_1783509475768.jpg?qp=80&fit=true
2022 Hyundai Verna SX 1.5 CRDi,55000,Diesel,2022,2022,First,Manual,White,"Sola, Ahmedabad",1493.0,25.0,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,14.91,11.29,https://imgd.aeplcdn.com/640X480/vimages/202604/4503630_115163_1_1776275032737.jpg?qp=80&fit=true
2014 Hyundai Verna Fluidic 1.6 CRDi SX Opt AT,90385,Diesel,2014,2014,First,Automatic,White,"Mumatpura, Ahmedabad",1582.0,21.9,4370,1700,1475,2570,5,43.0,1,1,0,1,1,0,0,13.78,4.88,https://imgd.aeplcdn.com/640X480/vimages/202605/4551057_138023_1_1778516765044.jpg?qp=80&fit=true
2015 Hyundai Verna 1.6 CRDi S(O),110819,Diesel,2015,2015,Third,Manual,White,"Gota, Ahmedabad",1582.0,24.8,4375,1700,1475,2570,5,43.0,1,1,0,1,0,0,0,12.39,4.44,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782479883134.jpg?qp=80&fit=true
2023 Hyundai Verna SX Turbo Petrol 1.5L Turbo Manual,64444,Petrol,2023,2023,Second,Manual,White,"Gota, Ahmedabad",1482.0,20.0,4535,1765,1475,2670,5,45.0,1,1,1,1,1,0,0,16.37,10.96,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777528503864.jpg?qp=80&fit=true
2023 Hyundai Verna SX Turbo Petrol 1.5L Turbo Manual,73063,Petrol,2023,2023,Second,Manual,Black,"Gota, Ahmedabad",1482.0,20.0,4535,1765,1475,2670,5,45.0,1,1,1,1,1,0,0,16.37,10.93,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777353181070.jpg?qp=80&fit=true
2023 Hyundai Verna SX (O) Turbo Petrol 1.5L Turbo Automatic (DCT),22407,Petrol,2023,2023,First,Automatic,Grey,"Gota, Ahmedabad",1482.0,20.6,4535,1765,1475,2670,5,45.0,1,1,1,1,1,0,0,19.27,14.31,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783090022761.jpg?qp=80&fit=true
2021 Hyundai Verna SX (O) 1.5 VTVT IVT,70650,Petrol,2021,2021,First,Automatic,Silver,"Gota, Ahmedabad",1497.0,18.4,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,17.0,9.78,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779946084331.jpg?qp=80&fit=true
2021 Hyundai Verna SX (O) 1.0 Turbo DCT,62681,Petrol,2021,2021,First,Automatic,White,"Mumatpura, Ahmedabad",998.0,19.2,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,16.98,9.86,https://imgd.aeplcdn.com/640X480/vimages/202605/4548056_138023_1_1778345885039.jpg?qp=80&fit=true
2022 Hyundai Verna SX (O) 1.0 Turbo DCT,42152,Petrol,2022,2022,First,Automatic,Black,"Gota, Ahmedabad",998.0,19.2,4440,1729,1475,2600,5,45.0,1,1,1,1,1,0,0,16.98,11.44,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1777874642955.jpg?qp=80&fit=true
2016 Hyundai Xcent S AT 1.2,92267,Petrol,2016,2016,First,Automatic,Silver,"Mumatpura, Ahmedabad",1197.0,16.1,3995,1660,1520,2425,5,43.0,0,1,0,1,0,0,0,7.78,3.9,https://imgd.aeplcdn.com/640X480/vimages/202605/4547682_138023_1_1778329085099.jpg?qp=80&fit=true
2016 Hyundai Xcent S 1.2,90833,Petrol,2016,2016,First,Manual,White,"Mumatpura, Ahmedabad",1197.0,19.1,3995,1660,1520,2425,5,43.0,0,1,0,1,0,0,0,6.94,3.58,https://imgd.aeplcdn.com/640X480/vimages/202605/4544330_138023_1_1778171765141.jpg?qp=80&fit=true
2018 Hyundai Xcent S,69012,Petrol,2018,2018,First,Manual,White,"Gota, Ahmedabad",1197.0,19.1,3995,1660,1520,2425,5,43.0,1,1,0,1,0,0,0,7.68,4.44,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783090981022.jpg?qp=80&fit=true
2018 Hyundai Xcent S AT,83841,Petrol,2018,2018,First,Automatic,Red,"Gota, Ahmedabad",1197.0,16.1,3995,1660,1520,2425,5,43.0,1,1,0,1,0,0,0,8.72,4.59,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780636086413.jpg?qp=80&fit=true
2018 Hyundai Xcent E Plus,89266,Petrol,2018,2018,First,Manual,White,"Mumatpura, Ahmedabad",1197.0,19.1,3995,1660,1520,2425,5,43.0,1,1,0,1,0,0,0,6.77,3.95,https://imgd.aeplcdn.com/640X480/vimages/202605/4539357_138023_1_1777969745047.jpg?qp=80&fit=true
2017 Hyundai Xcent SX,51538,Petrol,2017,2017,First,Manual,Grey,"Gota, Ahmedabad",1197.0,19.1,3995,1660,1520,2425,5,43.0,1,1,0,1,0,0,0,8.39,4.5,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781071143451.jpg?qp=80&fit=true
2019 Hyundai Xcent S,72577,Petrol,2019,2019,First,Manual,Grey,"Mumatpura, Ahmedabad",1197.0,19.1,3995,1660,1520,2425,5,43.0,1,1,0,1,0,0,0,7.68,4.77,https://imgd.aeplcdn.com/640X480/vimages/202605/4538207_138023_1_1777931593457.jpg?qp=80&fit=true
2018 Jaguar XF Prestige Diesel,62000,Diesel,2018,2018,First,Automatic,Blue,"Gota, Ahmedabad",1999.0,19.33,5067,2091,1457,2967,5,66.0,1,1,1,1,1,1,0,61.03,21.12,https://imgd.aeplcdn.com/640X480/vimages/202606/4624214_145957_1782455932737.jpeg?qp=80&fit=true
2018 Jaguar XF Prestige Diesel,62000,Diesel,2018,2018,First,Automatic,Blue,"Thaltej, Ahmedabad",1999.0,19.33,5067,2091,1457,2967,5,66.0,1,1,1,1,1,1,0,61.03,21.12,https://imgd.aeplcdn.com/640X480/vimages/202603/4460890_6434_1_1774443383705.jpg?qp=80&fit=true
2013 Jaguar XF 2.2 Diesel Luxury,49368,Diesel,2013,2013,First,Automatic,Grey,"Jivraj Park, Ahmedabad",2179.0,,4961,1877,1460,2909,5,,1,1,1,1,1,1,0,59.82,12.7,https://imgd.aeplcdn.com/640X480/vimages/202607/4655710_133865_1_1783146696706.jpg?qp=80&fit=true
2016 Jaguar XF Pure Diesel CBU,50368,Diesel,2016,2016,First,Automatic,Grey,"Jivraj Park, Ahmedabad",1999.0,,5067,2091,1457,2967,5,66.0,1,1,1,1,1,1,0,61.37,16.41,https://imgd.aeplcdn.com/640X480/vimages/202607/4671948_133865_1_1783933136569.jpg?qp=80&fit=true
2017 Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],107812,Diesel,2017,2017,Second,Manual,Red,"Mumatpura, Ahmedabad",1956.0,,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,21.08,7.27,https://imgd.aeplcdn.com/640X480/vimages/202607/4671828_138023_1_1783930205212.jpg?qp=80&fit=true
2021 Jeep Compass Limited (O) 1.4 Petrol DCT [2021],55625,Petrol,2021,2021,Second,Automatic,Grey,"Mumatpura, Ahmedabad",1368.0,,4405,1818,1640,2636,5,60.0,1,1,1,1,1,1,1,29.27,14.5,https://imgd.aeplcdn.com/640X480/vimages/202606/4642186_138023_1_1782559085538.jpg?qp=80&fit=true
2021 Jeep Compass Sport 1.4 Petrol,37500,Petrol,2021,2021,First,Manual,Black,"Thaltej, Ahmedabad",1368.0,14.5,4405,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,21.23,11.38,https://imgd.aeplcdn.com/640X480/vimages/202605/4575350_139623_1779774397515.jpeg?qp=80&fit=true
2021 Jeep Compass Model S (O) 1.4 Petrol DCT [2021],33544,Petrol,2021,2021,First,Automatic,White,"Enasan, Ahmedabad",1368.0,,4405,1818,1640,2636,5,60.0,1,1,1,1,1,1,1,31.71,17.47,https://imgd.aeplcdn.com/640X480/vimages/202603/4444082_119938_1_1773679685097.jpg?qp=80&fit=true
2018 Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],64400,Petrol,2018,2018,Second,Automatic,White,"Mumatpura, Ahmedabad",1368.0,14.1,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,22.69,7.91,https://imgd.aeplcdn.com/640X480/vimages/202605/4551313_138023_1_1778566283355.jpg?qp=80&fit=true
2022 Jeep Compass Trailhawk 2.0 4x4 [2022],63000,Diesel,2022,2022,First,Automatic,Black,"Ambli, Ahmedabad",1956.0,17.1,4400,1818,1657,2636,5,60.0,1,1,1,1,1,1,1,36.72,23.19,https://imgd.aeplcdn.com/640X480/vimages/202606/4593796_16599_9_1780407490707.jpg?qp=80&fit=true
2018 Jeep Compass Limited 1.4 Petrol AT [2017-2020],75835,Petrol,2018,2018,First,Automatic,Black,"Enasan, Ahmedabad",1368.0,14.1,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,22.05,8.02,https://imgd.aeplcdn.com/640X480/vimages/202607/4665305_119938_1_1783600205186.jpg?qp=80&fit=true
2018 Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],35000,Petrol,2018,2018,First,Automatic,Red,"Thaltej, Ahmedabad",1368.0,14.1,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,22.69,9.58,https://imgd.aeplcdn.com/640X480/blur/image/used/c6infxzdzud5.jpg?qp=80&fit=true
2018 Jeep Compass Limited 1.4 Petrol AT [2017-2020],76797,Petrol,2018,2018,First,Automatic,White,"Enasan, Ahmedabad",1368.0,14.1,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,22.05,8.02,https://imgd.aeplcdn.com/640X480/vimages/202607/4652061_119938_1_1782984605852.jpg?qp=80&fit=true
2021 Jeep Compass Model S (O) 1.4 Petrol DCT [2021],106188,Petrol,2021,2021,First,Automatic,Blue,"Bopal, Ahmedabad",1368.0,,4405,1818,1640,2636,5,60.0,1,1,1,1,1,1,1,31.71,15.63,https://imgd.aeplcdn.com/640X480/vimages/202606/4639461_113237_1782458610956.jpeg?qp=80&fit=true
2018 Jeep Compass Limited Plus Petrol AT [2018-2020],67853,Petrol,2018,2018,First,Automatic,Grey,"Bopal, Ahmedabad",1368.0,14.1,4395,1818,1640,2636,5,60.0,1,1,0,1,1,1,1,23.91,9.82,https://imgd.aeplcdn.com/640X480/vimages/202605/4581495_113237_1779862432748.jpg?qp=80&fit=true
2021 Jeep Compass Model S (O) 2.0 Diesel [2021],90117,Diesel,2021,2021,First,Manual,Black,"Mumatpura, Ahmedabad",1956.0,17.1,4405,1818,1640,2636,5,60.0,1,1,0,1,1,1,1,30.98,15.44,https://imgd.aeplcdn.com/640X480/vimages/202605/4538231_138023_1_1777931736270.png?qp=80&fit=true
2017 Jeep Compass Longitude 2.0 Diesel [2017-2020],58000,Diesel,2017,2017,Second,Manual,Red,"Kalupur, Ahmedabad",1956.0,,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,20.15,7.83,https://imgd.aeplcdn.com/640X480/vimages/202606/4624893_7888_1_1781837722581.jpg?qp=80&fit=true
2021 Jeep Compass Model S (O) 1.4 Petrol DCT [2021],63763,Petrol,2021,2021,First,Automatic,Red,"Mumatpura, Ahmedabad",1368.0,,4405,1818,1640,2636,5,60.0,1,1,1,1,1,1,1,31.71,16.44,https://imgd.aeplcdn.com/640X480/vimages/202605/4588100_138023_1_1780143125049.jpg?qp=80&fit=true
2020 Jeep Compass Sport Plus 2.0 Diesel,81000,Diesel,2020,2021,First,Manual,White,"Makarba, Ahmedabad",1956.0,17.1,4395,1818,1640,2636,5,60.0,1,1,0,1,1,0,1,20.2,12.72,https://imgd.aeplcdn.com/640X480/vimages/202607/4669467_3609_1783774060925.jpg?qp=80&fit=true
2022 Kia Carens Luxury Plus 1.5 Diesel 7 STR,53510,Diesel,2022,2022,First,Manual,Silver,"Vastrapur, Ahmedabad",1493.0,21.3,4540,1800,1708,2780,7,45.0,1,1,1,1,1,1,1,19.34,14.56,https://imgd.aeplcdn.com/640X480/vimages/202606/4646836_156728_1782799842512.jpeg?qp=80&fit=true
2023 Kia Carens Prestige 1.5 Diesel MT 7 STR,89736,Diesel,2023,2023,First,Manual,White,"Enasan, Ahmedabad",1493.0,21.3,4540,1800,1708,2780,7,45.0,1,1,0,1,1,0,0,14.73,12.35,https://imgd.aeplcdn.com/640X480/vimages/202607/4663556_119938_1_1783513385035.jpg?qp=80&fit=true
2023 Kia Carens Prestige Plus 1.5 Turbo Petrol DCT 7 STR [2023-2024],24514,Petrol,2023,2023,First,Automatic,Black,"Vastrapur, Ahmedabad",1482.0,,4540,1800,1708,2780,7,45.0,1,1,1,1,1,0,1,17.59,13.82,https://imgd.aeplcdn.com/640X480/vimages/202607/4650480_156728_1782911127022.jpg?qp=80&fit=true
2022 Kia Carens Luxury Plus 1.5 Diesel AT 7 STR,49173,Diesel,2022,2022,First,Automatic,Brown,"Makarba, Ahmedabad",1493.0,18.4,4540,1800,1708,2780,7,45.0,1,1,1,1,1,1,1,20.32,15.3,https://imgd.aeplcdn.com/640X480/vimages/202607/4650122_3609_1_1783671777659.jpg?qp=80&fit=true
2022 Kia Carens Prestige Plus 1.4 Petrol DCT 7 STR,27312,Petrol,2022,2022,First,Automatic,Blue,"Makarba, Ahmedabad",1353.0,16.5,4540,1800,1708,2780,7,45.0,1,1,1,1,1,0,1,16.84,12.98,https://imgd.aeplcdn.com/640X480/vimages/202607/4666463_6145_1_1783671568956.jpg?qp=80&fit=true
2023 Kia Carens Prestige 1.5 Diesel iMT 7 STR [2023-2024],65526,Diesel,2023,2023,First,Clutchless,White,"Jivraj Park, Ahmedabad",1493.0,,4540,1800,1708,2780,7,45.0,1,1,0,1,1,0,0,15.5,12.98,https://imgd.aeplcdn.com/640X480/vimages/202607/4672599_133865_1_1783947303822.jpg?qp=80&fit=true
2023 Kia Carens Prestige Plus 1.5 Diesel iMT 7 STR [2023-2024],24514,Diesel,2023,2023,First,Clutchless,Black,"Vastrapur, Ahmedabad",1493.0,,4540,1800,1708,2780,7,45.0,1,1,1,1,1,0,1,17.15,14.62,https://imgd.aeplcdn.com/640X480/vimages/202606/4648049_156728_1782822953104.jpeg?qp=80&fit=true
2022 Kia Carens Luxury Plus 1.5 Diesel 6 STR,88773,Diesel,2022,2022,Second,Manual,Grey,"Mumatpura, Ahmedabad",1493.0,21.3,4540,1800,1708,2780,6,45.0,1,1,1,1,1,1,1,19.28,13.47,https://imgd.aeplcdn.com/640X480/vimages/202606/4638670_138023_1_1782396125056.jpg?qp=80&fit=true
2023 Kia Carens Luxury Plus 1.4 Petrol DCT 7 STR,16325,Petrol,2023,2023,Second,Automatic,White,"Mumatpura, Ahmedabad",1353.0,16.5,4540,1800,1708,2780,7,45.0,1,1,1,1,1,1,1,19.77,14.73,https://imgd.aeplcdn.com/640X480/vimages/202605/4545979_138023_1_1778244606025.jpg?qp=80&fit=true
2023 Kia Carens Luxury Plus 1.5 Diesel AT 7 STR [2023-2024],127119,Diesel,2023,2023,First,Automatic,Silver,"Enasan, Ahmedabad",1493.0,,4540,1800,1708,2780,7,45.0,1,1,1,1,1,1,1,21.0,16.33,https://imgd.aeplcdn.com/640X480/vimages/202606/4593771_119938_1_1780406778655.jpg?qp=80&fit=true
2022 Kia Carens Luxury Plus 1.4 Petrol DCT 6 STR,43097,Petrol,2022,2022,First,Automatic,Blue,"Makarba, Ahmedabad",1353.0,16.5,4540,1800,1708,2780,6,45.0,1,1,1,1,1,1,1,19.72,14.21,https://imgd.aeplcdn.com/640X480/vimages/202606/4607380_3609_1_1781524293528.jpg?qp=80&fit=true
2023 Kia Carens Prestige 1.5 Diesel iMT 7 STR [2023-2024],28045,Diesel,2023,2023,First,Clutchless,White,"Enasan, Ahmedabad",1493.0,,4540,1800,1708,2780,7,45.0,1,1,0,1,1,0,0,15.5,13.54,https://imgd.aeplcdn.com/640X480/vimages/202607/4656702_119938_1_1783165745069.jpg?qp=80&fit=true
2022 Kia Carens Luxury Plus 1.5 Diesel AT 7 STR,41161,Diesel,2022,2022,First,Automatic,Black,"Gota, Ahmedabad",1493.0,18.4,4540,1800,1708,2780,7,45.0,1,1,1,1,1,1,1,20.32,15.72,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381122586.jpg?qp=80&fit=true
2020 Kia Carnival Prestige 7 STR,64000,Diesel,2020,2020,First,Automatic,White,"Ambli, Ahmedabad",2199.0,13.9,5115,1985,1755,3060,7,60.0,1,1,1,1,1,0,1,34.92,22.61,https://imgd.aeplcdn.com/640X480/vimages/202607/4664176_16599_1_1783573641287.jpg?qp=80&fit=true
2020 Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],65009,Diesel,2020,2020,First,Automatic,Grey,"Makarba, Ahmedabad",1493.0,18.0,4315,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,15.34,11.03,https://imgd.aeplcdn.com/640X480/vimages/202605/4588207_6145_1_1780146754754.jpg?qp=80&fit=true
2020 Kia Seltos HTX IVT 1.5 [2019-2020],91919,Petrol,2020,2020,Second,Automatic,Black,"Mumatpura, Ahmedabad",1497.0,16.5,4315,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,15.56,9.38,https://imgd.aeplcdn.com/640X480/vimages/202607/4654963_138023_1_1783088465052.jpg?qp=80&fit=true
2019 Kia Seltos HTK Plus 1.5 [2019-2020],55700,Petrol,2019,2019,Second,Manual,Silver,"Makarba, Ahmedabad",1497.0,16.8,4315,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,12.72,7.7,https://imgd.aeplcdn.com/640X480/vimages/202606/4604705_72787_1_1782379257883.jpg?qp=80&fit=true
2022 Kia Seltos HTK 1.5,43707,Petrol,2022,2022,First,Manual,White,"Makarba, Ahmedabad",1497.0,16.5,4315,1800,1637,2610,5,50.0,1,1,0,1,1,0,0,13.0,10.25,https://imgd.aeplcdn.com/640X480/vimages/202606/4590638_3609_1_1780907833852.jpg?qp=80&fit=true
2022 Kia Seltos GTX Plus 1.5 Diesel AT,75131,Diesel,2022,2022,First,Automatic,Silver,"Gota, Ahmedabad",1493.0,18.0,4315,1800,1645,2610,5,50.0,1,1,1,1,1,1,1,20.75,15.15,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779859861776.jpg?qp=80&fit=true
2022 Kia Seltos HTX 1.5,41832,Petrol,2022,2022,Second,Manual,Grey,"Mumatpura, Ahmedabad",1497.0,16.5,4315,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,16.15,11.02,https://imgd.aeplcdn.com/640X480/vimages/202605/4538584_138023_1_1777935065967.jpg?qp=80&fit=true
2019 Kia Seltos GTX AT 1.4 [2019-2020],105542,Petrol,2019,2019,First,Automatic,Silver,"Mumatpura, Ahmedabad",1353.0,16.5,4315,1800,1645,2610,5,50.0,1,1,1,1,1,1,1,17.99,9.39,https://imgd.aeplcdn.com/640X480/vimages/202606/4624708_138023_1_1781798105077.jpg?qp=80&fit=true
2019 Kia Seltos HTX IVT 1.5 [2019-2020],41000,Petrol,2019,2019,First,Automatic,Red,"Ambli, Ahmedabad",1497.0,16.5,4315,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,15.56,9.73,https://imgd.aeplcdn.com/640X480/vimages/202606/4634652_16599_1_1782282631836.jpg?qp=80&fit=true
2023 Kia Seltos GTX Plus 1.5 Turbo Petrol DCT Dual Tone [2023-2024],8000,Petrol,2023,2023,First,Automatic,Black,"Vastrapur, Ahmedabad",1482.0,17.9,4365,1800,1645,2610,5,50.0,1,1,1,1,1,1,1,22.42,17.43,https://imgd.aeplcdn.com/640X480/vimages/202607/4616468_156728_1783144822985.jpeg?qp=80&fit=true
2020 Kia Seltos GTX Plus AT 1.5 Diesel [2020-2021],95662,Diesel,2020,2020,First,Automatic,White,"Bopal, Ahmedabad",1493.0,18.0,4315,1800,1645,2610,5,50.0,1,1,1,1,1,1,1,19.37,11.89,https://imgd.aeplcdn.com/640X480/vimages/202605/4546434_113237_1_1778301631516.jpg?qp=80&fit=true
2023 Kia Seltos GTX Plus (S) 1.5 Turbo Petrol DCT [2023-2024],8000,Petrol,2023,2023,First,Automatic,Black,"Vastrapur, Ahmedabad",1482.0,17.9,4365,1800,1645,2610,5,50.0,1,1,1,1,1,1,1,21.33,17.63,https://imgd.aeplcdn.com/640X480/vimages/202607/4649214_156728_1782890448197.jpeg?qp=80&fit=true
2022 Kia Seltos HTK Plus 1.5 Diesel,65000,Diesel,2022,2022,First,Manual,Silver,"Ambli, Ahmedabad",1493.0,21.0,4315,1800,1637,2610,5,50.0,1,1,1,1,1,0,1,15.76,12.34,https://imgd.aeplcdn.com/640X480/vimages/202606/4630068_16599_1_1782048855539.jpg?qp=80&fit=true
2023 Kia Seltos HTX 1.5 Petrol MT [2023-2024],30059,Petrol,2023,2023,First,Manual,White,"Mumatpura, Ahmedabad",1497.0,17.0,4365,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,16.76,13.59,https://imgd.aeplcdn.com/640X480/vimages/202606/4634266_138023_1_1782232266452.jpg?qp=80&fit=true
2020 Kia Seltos HTK 1.5 [2020-2021],64838,Petrol,2020,2020,First,Manual,Grey,"Jivraj Park, Ahmedabad",1497.0,16.5,4315,1800,1645,2610,5,50.0,1,1,0,1,1,0,0,11.8,8.56,https://imgd.aeplcdn.com/640X480/vimages/202607/4672616_133865_1_1783947640321.jpg?qp=80&fit=true
2023 Kia Seltos GTX Plus 1.5 Turbo Petrol DCT [2023-2024],55349,Petrol,2023,2023,First,Automatic,Black,"Mumatpura, Ahmedabad",1482.0,17.9,4365,1800,1645,2610,5,50.0,1,1,1,1,1,1,1,21.98,15.95,https://imgd.aeplcdn.com/640X480/vimages/202605/4553016_138023_1_1778608025033.jpg?qp=80&fit=true
2022 Kia Seltos HTX 1.5,28228,Petrol,2022,2022,First,Manual,White,"Gota, Ahmedabad",1497.0,16.5,4315,1800,1645,2610,5,50.0,1,1,1,1,1,0,1,16.15,12.13,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779786061308.jpg?qp=80&fit=true
